,activity,end_time,exam_1_exercise_score,exam_2_exercise_score,exercise,idle_time,intermediate_grade,keystroke,mouse_click_left,mouse_click_right,mouse_movement,mouse_wheel,mouse_wheel_click,session_id,start_time,student_id
301,Study_Es_4_5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=25, tm_sec=28, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_5,0,4.5,2,0,0,72,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=25, tm_sec=26, tm_wday=3, tm_yday=317, tm_isdst=-1)",54
302,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=36, tm_sec=36, tm_wday=3, tm_yday=324, tm_isdst=-1)",,n/a,Es_5_4,140,3.5,0,2,0,155,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=36, tm_sec=35, tm_wday=3, tm_yday=324, tm_isdst=-1)",54
303,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=12, tm_min=53, tm_sec=22, tm_wday=3, tm_yday=345, tm_isdst=-1)",,n/a,Es_6_3,0,0.75,0,1,0,58,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=12, tm_min=53, tm_sec=22, tm_wday=3, tm_yday=345, tm_isdst=-1)",54
304,Study_Es_1_4,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=28, tm_sec=6, tm_wday=3, tm_yday=275, tm_isdst=-1)",,n/a,Es_1_4,109,n/a,0,2,0,122,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=28, tm_sec=5, tm_wday=3, tm_yday=275, tm_isdst=-1)",55
305,,,,,,,2.0,,,,,,,2,,55
306,Deeds_Es_3_4,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=16, tm_sec=15, tm_wday=3, tm_yday=296, tm_isdst=-1)",,2.0,Es_3_4,91,3.5,0,4,0,272,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=16, tm_sec=7, tm_wday=3, tm_yday=296, tm_isdst=-1)",55
307,Study_Es_4_3,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=51, tm_sec=2, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_3,0,4.5,0,2,0,64,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=51, tm_sec=2, tm_wday=3, tm_yday=317, tm_isdst=-1)",55
308,TextEditor_Es_5_2,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=30, tm_sec=29, tm_wday=3, tm_yday=324, tm_isdst=-1)",,0.0,Es_5_2,0,4.0,0,3,0,34,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=30, tm_sec=29, tm_wday=3, tm_yday=324, tm_isdst=-1)",55
309,,,,,,,2.5,,,,,,,6,,55
310,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=0, tm_sec=56, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,n/a,Es_1_3,41830,n/a,0,2,0,225,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=0, tm_sec=42, tm_wday=3, tm_yday=275, tm_isdst=-1)",56
311,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=59, tm_sec=50, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,n/a,Es_2_4,0,2.5,0,2,0,23,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=59, tm_sec=50, tm_wday=3, tm_yday=289, tm_isdst=-1)",56
312,Study_Es_3_4,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=48, tm_sec=40, tm_wday=3, tm_yday=296, tm_isdst=-1)",0.0,2.0,Es_3_4,0,3.0,0,2,0,62,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=48, tm_sec=40, tm_wday=3, tm_yday=296, tm_isdst=-1)",56
313,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=48, tm_sec=8, tm_wday=3, tm_yday=317, tm_isdst=-1)",15.0,15.0,Es_4_1,7691,4.5,0,0,0,0,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=48, tm_sec=3, tm_wday=3, tm_yday=317, tm_isdst=-1)",56
314,TextEditor,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=1, tm_sec=14, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,n/a,Es_5_4,0,3.0,0,2,0,35,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=1, tm_sec=14, tm_wday=3, tm_yday=324, tm_isdst=-1)",56
315,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=57, tm_sec=18, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,n/a,Es_6_4,0,3.0,0,2,0,74,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=57, tm_sec=18, tm_wday=3, tm_yday=345, tm_isdst=-1)",56
316,,,,,,,0.0,,,,,,,2,,57
317,,,,,,,0.0,,,,,,,3,,57
318,Deeds_Es_4_5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=34, tm_sec=1, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_5,0,4.5,0,2,0,74,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=34, tm_sec=1, tm_wday=3, tm_yday=317, tm_isdst=-1)",57
319,,,,,,,0.0,,,,,,,5,,57
320,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=4, tm_sec=7, tm_wday=3, tm_yday=345, tm_isdst=-1)",,n/a,Es_6_3,0,2.75,0,2,0,96,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=4, tm_sec=7, tm_wday=3, tm_yday=345, tm_isdst=-1)",57
321,,,,,,,0.0,,,,,,,2,,58
322,,,,,,,0.0,,,,,,,3,,58
323,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=37, tm_sec=52, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_5,0,4.5,0,1,0,51,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=37, tm_sec=52, tm_wday=3, tm_yday=317, tm_isdst=-1)",58
324,,,,,,,0.0,,,,,,,5,,58
325,,,,,,,0.0,,,,,,,6,,58
326,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=51, tm_sec=53, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,n/a,Es_1_4,124518,n/a,0,4,0,371,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=51, tm_sec=35, tm_wday=3, tm_yday=275, tm_isdst=-1)",59
327,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=2, tm_sec=48, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,n/a,Es_2_5,15977,3.5,0,6,0,676,1,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=2, tm_sec=31, tm_wday=3, tm_yday=289, tm_isdst=-1)",59
328,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=53, tm_sec=44, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,2.0,Es_3_2,0,2.0,0,1,0,0,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=53, tm_sec=44, tm_wday=3, tm_yday=296, tm_isdst=-1)",59
329,Study_Es_4_5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=24, tm_sec=36, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,n/a,Es_4_5,1030,4.0,0,2,0,49,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=24, tm_sec=35, tm_wday=3, tm_yday=317, tm_isdst=-1)",59
330,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=57, tm_sec=54, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,n/a,Es_5_4,16,3.5,0,4,0,104,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=57, tm_sec=53, tm_wday=3, tm_yday=324, tm_isdst=-1)",59
331,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=28, tm_sec=17, tm_wday=3, tm_yday=345, tm_isdst=-1)",0.0,6.0,Es_6_2,0,2.0,0,2,0,25,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=28, tm_sec=17, tm_wday=3, tm_yday=345, tm_isdst=-1)",59
332,,,,,,,2.0,,,,,,,2,,60
333,,,,,,,0.5,,,,,,,3,,60
334,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=45, tm_sec=16, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_5,1640,4.0,0,2,2,224,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=45, tm_sec=10, tm_wday=3, tm_yday=317, tm_isdst=-1)",60
335,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=21, tm_sec=34, tm_wday=3, tm_yday=324, tm_isdst=-1)",,n/a,Es_5_4,10312,3.5,0,1,0,622,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=21, tm_sec=24, tm_wday=3, tm_yday=324, tm_isdst=-1)",60
336,Deeds_Es_6_2,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=32, tm_sec=25, tm_wday=3, tm_yday=345, tm_isdst=-1)",,0.0,Es_6_2,0,1.0,0,2,0,128,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=32, tm_sec=25, tm_wday=3, tm_yday=345, tm_isdst=-1)",60
337,Deeds_Es_2_3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=4, tm_sec=49, tm_wday=3, tm_yday=289, tm_isdst=-1)",,n/a,Es_2_3,156,0.0,0,2,0,89,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=4, tm_sec=48, tm_wday=3, tm_yday=289, tm_isdst=-1)",61
338,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=22, tm_sec=19, tm_wday=3, tm_yday=296, tm_isdst=-1)",,2.0,Es_3_4,0,1.0,0,2,0,38,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=22, tm_sec=19, tm_wday=3, tm_yday=296, tm_isdst=-1)",61
339,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=35, tm_sec=45, tm_wday=3, tm_yday=317, tm_isdst=-1)",,15.0,Es_4_1,7860,4.5,88,16,0,525,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=35, tm_sec=32, tm_wday=3, tm_yday=317, tm_isdst=-1)",61
340,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=22, tm_sec=20, tm_wday=3, tm_yday=324, tm_isdst=-1)",,n/a,Es_5_4,0,3.5,0,1,0,259,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=22, tm_sec=18, tm_wday=3, tm_yday=324, tm_isdst=-1)",61
341,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=3, tm_sec=33, tm_wday=3, tm_yday=345, tm_isdst=-1)",,n/a,Es_6_3,0,1.5,0,2,0,131,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=3, tm_sec=32, tm_wday=3, tm_yday=345, tm_isdst=-1)",61
342,TextEditor,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=2, tm_sec=49, tm_wday=3, tm_yday=275, tm_isdst=-1)",2.0,2.0,Es_1_1,15,n/a,0,2,0,162,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=2, tm_sec=48, tm_wday=3, tm_yday=275, tm_isdst=-1)",62
343,,,,,,,0.0,,,,,,,2,,62
344,,,,,,,0.0,,,,,,,3,,62
345,Blank,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=34, tm_sec=57, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,n/a,Es_4_5,0,4.0,0,2,0,25,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=34, tm_sec=57, tm_wday=3, tm_yday=317, tm_isdst=-1)",62
346,,,,,,,0.0,,,,,,,5,,62
347,,,,,,,0.0,,,,,,,6,,62
348,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=11, tm_sec=16, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,,Es_1_4,30,n/a,0,0,0,66,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=11, tm_sec=14, tm_wday=3, tm_yday=275, tm_isdst=-1)",63
349,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=57, tm_sec=46, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,,Es_2_5,110,3.5,0,2,0,55,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=57, tm_sec=45, tm_wday=3, tm_yday=289, tm_isdst=-1)",63
350,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=5, tm_sec=6, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,,Es_3_3,32,1.5,0,3,0,140,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=5, tm_sec=4, tm_wday=3, tm_yday=296, tm_isdst=-1)",63
351,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=13, tm_min=27, tm_sec=36, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,,Es_4_5,0,5.0,0,2,0,95,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=13, tm_min=27, tm_sec=35, tm_wday=3, tm_yday=317, tm_isdst=-1)",63
352,Study_Es_5_4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=53, tm_sec=28, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,,Es_5_4,16,3.5,0,2,0,78,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=53, tm_sec=27, tm_wday=3, tm_yday=324, tm_isdst=-1)",63
353,FSM_Es_6_3,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=53, tm_sec=2, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,,Es_6_3,0,1.0,0,2,0,135,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=52, tm_sec=59, tm_wday=3, tm_yday=345, tm_isdst=-1)",63
354,,,,,,,0.0,,,,,,,2,,64
355,,,,,,,0.0,,,,,,,3,,64
356,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=36, tm_sec=36, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_5,692339,4.0,0,1,0,516,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=35, tm_sec=53, tm_wday=3, tm_yday=317, tm_isdst=-1)",64
357,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=23, tm_sec=42, tm_wday=3, tm_yday=324, tm_isdst=-1)",,n/a,Es_5_4,93,3.5,0,2,0,46,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=23, tm_sec=41, tm_wday=3, tm_yday=324, tm_isdst=-1)",64
358,TextEditor,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=10, tm_sec=13, tm_wday=3, tm_yday=345, tm_isdst=-1)",,0.0,Es_6_2,188,1.5,0,0,0,62,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=10, tm_sec=12, tm_wday=3, tm_yday=345, tm_isdst=-1)",64
359,,,,,,,0.0,,,,,,,2,,65
360,,,,,,,0.0,,,,,,,3,,65
361,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=35, tm_sec=28, tm_wday=3, tm_yday=317, tm_isdst=-1)",,,Es_4_5,14530,4.0,0,0,0,375,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=35, tm_sec=19, tm_wday=3, tm_yday=317, tm_isdst=-1)",65
362,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=19, tm_sec=31, tm_wday=3, tm_yday=324, tm_isdst=-1)",,,Es_5_4,28406,3.5,0,6,6,255,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=19, tm_sec=20, tm_wday=3, tm_yday=324, tm_isdst=-1)",65
363,Blank,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=59, tm_sec=8, tm_wday=3, tm_yday=345, tm_isdst=-1)",,,Es_6_2,905,1.5,0,3,2,228,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=59, tm_sec=5, tm_wday=3, tm_yday=345, tm_isdst=-1)",65
364,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=10, tm_min=29, tm_sec=22, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,,Es_1_4,0,n/a,0,2,0,55,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=10, tm_min=29, tm_sec=22, tm_wday=3, tm_yday=275, tm_isdst=-1)",66
365,Deeds_Es_2_5,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=53, tm_sec=36, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,,Es_2_5,0,0.0,0,2,0,151,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=53, tm_sec=35, tm_wday=3, tm_yday=289, tm_isdst=-1)",66
366,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=25, tm_sec=3, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,,Es_3_2,0,2.0,0,4,0,186,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=25, tm_sec=1, tm_wday=3, tm_yday=296, tm_isdst=-1)",66
367,Blank,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=13, tm_min=27, tm_sec=44, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,,Es_4_5,0,4.5,0,4,0,191,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=13, tm_min=27, tm_sec=41, tm_wday=3, tm_yday=317, tm_isdst=-1)",66
368,Blank,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=59, tm_sec=33, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,,Es_5_4,0,3.0,0,0,0,0,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=59, tm_sec=33, tm_wday=3, tm_yday=324, tm_isdst=-1)",66
369,Blank,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=16, tm_sec=15, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,,Es_6_3,0,2.25,0,3,0,120,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=16, tm_sec=11, tm_wday=3, tm_yday=345, tm_isdst=-1)",66
370,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=40, tm_sec=51, tm_wday=3, tm_yday=275, tm_isdst=-1)",2.0,2.0,Es_1_1,0,n/a,0,0,0,103,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=40, tm_sec=51, tm_wday=3, tm_yday=275, tm_isdst=-1)",67
371,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=6, tm_sec=15, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,n/a,Es_2_6,0,5.5,0,2,0,121,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=6, tm_sec=15, tm_wday=3, tm_yday=289, tm_isdst=-1)",67
372,Study_Es_3_4,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=19, tm_sec=1, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,2.0,Es_3_4,0,4.0,0,2,0,152,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=19, tm_sec=1, tm_wday=3, tm_yday=296, tm_isdst=-1)",67
373,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=7, tm_sec=22, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,n/a,Es_4_5,0,4.5,0,2,0,302,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=7, tm_sec=21, tm_wday=3, tm_yday=317, tm_isdst=-1)",67
374,TextEditor_Es_5_4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=55, tm_sec=22, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,n/a,Es_5_4,45872,4.0,0,4,0,661,189,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=55, tm_sec=1, tm_wday=3, tm_yday=324, tm_isdst=-1)",67
375,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=11, tm_sec=11, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,n/a,Es_6_4,0,2.75,0,4,0,223,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=11, tm_sec=10, tm_wday=3, tm_yday=345, tm_isdst=-1)",67
376,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=59, tm_sec=57, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,n/a,Es_1_4,703,n/a,0,2,0,324,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=59, tm_sec=53, tm_wday=3, tm_yday=275, tm_isdst=-1)",68
377,,,,,,,5.5,,,,,,,2,,68
378,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=59, tm_sec=7, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,n/a,Es_2_4,1532,3.5,6,10,2,542,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=58, tm_sec=58, tm_wday=3, tm_yday=289, tm_isdst=-1)",68
379,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=49, tm_sec=23, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,n/a,Es_4_4,124,5.0,0,2,0,84,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=49, tm_sec=22, tm_wday=3, tm_yday=317, tm_isdst=-1)",68
380,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=26, tm_sec=5, tm_wday=3, tm_yday=324, tm_isdst=-1)",10.0,10.0,Es_5_2,15,4.0,0,4,0,69,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=26, tm_sec=2, tm_wday=3, tm_yday=324, tm_isdst=-1)",68
381,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=2, tm_sec=52, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,n/a,Es_6_4,64,3.0,0,2,0,143,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=2, tm_sec=50, tm_wday=3, tm_yday=345, tm_isdst=-1)",68
382,,,,,,,0.0,,,,,,,2,,69
383,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=30, tm_sec=0, tm_wday=3, tm_yday=296, tm_isdst=-1)",,1.0,Es_3_1,30931,0.5,0,3,0,291,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=29, tm_sec=45, tm_wday=3, tm_yday=296, tm_isdst=-1)",69
384,Blank,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=44, tm_sec=47, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_5,0,4.0,0,1,0,54,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=44, tm_sec=47, tm_wday=3, tm_yday=317, tm_isdst=-1)",69
385,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=19, tm_sec=0, tm_wday=3, tm_yday=324, tm_isdst=-1)",,n/a,Es_5_4,142,4.0,0,2,0,132,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=18, tm_sec=57, tm_wday=3, tm_yday=324, tm_isdst=-1)",69
